scientificName,verbatimScientificName,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
" 1823)	Selenidera maculirostris		BR	Brazil - Intervales			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-24.344281	-48.455769	100.0						2013-11-27T00:00:00	27	11	2013	2478760	2478760	HUMAN_OBSERVATION		Observations	OBS.80473087				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:02.870Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758	Platalea ajaja		BR	Brazil - Sao Paulo			21	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-25.094927	-48.012764	1000.0						2013-11-19T00:00:00	19	11	2013	2480803	2480803	HUMAN_OBSERVATION		Observations	OBS.80463044				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:02.869Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Fluvicola nengeta		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.991714	-43.232391	25.0						2019-09-21T00:00:00	21	9	2019	5229568	5229568	HUMAN_OBSERVATION		Observations	OBS.180017236				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:47.586Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1837)	Selenidera gouldii		BR	Brazil - Ceará			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.242793	-38.931866	100.0						2011-07-18T00:00:00	18	7	2011	2478756	2478756	HUMAN_OBSERVATION		Observations	OBS.81402894				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:03.826Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tachyphonus cristatus		BR	Brazil - REGUA - Waterfall Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.407009	-42.736576	25.0						2019-08-24T00:00:00	24	8	2019	2488572	2488572	HUMAN_OBSERVATION		Observations	OBS.181256640				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:57.791Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Piaya cayana		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.421257	-42.8156	10.0						2017-03-12T00:00:00	12	3	2017	2496432	2496432	HUMAN_OBSERVATION		Observations	OBS.175360182				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:00:34.462Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Piculus flavigula		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.403759	-42.736408	25.0						2019-08-24T00:00:00	24	8	2019	5228869	5228869	HUMAN_OBSERVATION		Observations	OBS.178491594				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:31.641Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Tangara cyanocephala		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.4011	-45.06293	10.0						2017-03-17T00:00:00	17	3	2017	2488097	2488097	HUMAN_OBSERVATION		Observations	OBS.175363485				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:54.307Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766	Ardea cocoi		BR	Brazil - Lagoa do Peixe NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-31.252033	-50.989605	25.0						2019-07-27T00:00:00	27	7	2019	2480951	2480951	HUMAN_OBSERVATION		Observations	OBS.177380064				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:37.317Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1818)	Hemithraupis flavicollis		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.403784	-42.736496	25.0						2019-08-24T00:00:00	24	8	2019	2488081	2488081	HUMAN_OBSERVATION		Observations	OBS.178490562				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:09.923Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Guira guira		BR	Brazil - REGUA - Guapiacu Watershed			20	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.470888	-42.792915	25.0						2019-08-23T00:00:00	23	8	2019	2496462	2496462	HUMAN_OBSERVATION		Observations	OBS.178491662				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:21.786Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Pitangus sulphuratus		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.422602	-46.478046	25.0						2019-08-18T00:00:00	18	8	2019	2482755	2482755	HUMAN_OBSERVATION		Observations	OBS.178228753				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:07.021Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Pitangus sulphuratus		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.437654	-46.495682	25.0						2019-08-18T00:00:00	18	8	2019	2482755	2482755	HUMAN_OBSERVATION		Observations	OBS.178159783				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:04.258Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1813)	Patagioenas picazuro		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452832	-42.772556	10.0						2017-03-10T00:00:00	10	3	2017	2495287	2495287	HUMAN_OBSERVATION		Observations	OBS.175360058				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:55.243Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Himantopus mexicanus		BR	Brazil - Rio Grande do Sul			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-31.244534	-51.000889	25.0						2019-07-28T00:00:00	28	7	2019	5229128	5229128	HUMAN_OBSERVATION		Observations	OBS.177379993				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:37.395Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1821	Thraupis palmarum		BR	Brazil - REGUA - The Lodge gardens			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.451086	-42.770725	25.0						2019-08-23T00:00:00	23	8	2019	2488628	2488628	HUMAN_OBSERVATION		Observations	OBS.178491680				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:32.812Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1821)	Carpornis cucullata		BR	Brazil - Intervales			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-24.282241	-48.421915	10.0						2012-05-02T00:00:00	2	5	2012	2486392	2486392	HUMAN_OBSERVATION		Observations	OBS.68136930				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:18:59.715Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1819)	Tangara cayana chloroptera		BR	Brazil - Rio de Janeiro			10	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.316915	-43.077393	10.0						2012-07-24T00:00:00	24	7	2012	6172343	2488246	HUMAN_OBSERVATION		Observations	OBS.70762683				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:01.890Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1821	Thraupis palmarum		BR	Brazil - Ceará			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.265712	-38.91709	5.0						2019-07-28T00:00:00	28	7	2019	2488628	2488628	HUMAN_OBSERVATION		Observations	OBS.177095122				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:50.736Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1831)	Iodopleura pipra		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.397812	-45.064167	25.0						2019-11-08T00:00:00	8	11	2019	2486514	2486514	HUMAN_OBSERVATION		Observations	OBS.182011053				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:42:28.668Z	StillImage	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1826	Ramphastos vitellinus ariel		BR	Brazil - Rio de Janeiro			8	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.967561	-43.222361	100.0						2012-07-22T00:00:00	22	7	2012	6176858	2478782	HUMAN_OBSERVATION		Observations	OBS.69938883				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:04.231Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1914	Fregata magnificens		BR	Brazil - Rio de Janeiro			5	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.988185	-43.203735	100.0						2011-10-29T00:00:00	29	10	2011	2480189	2480189	HUMAN_OBSERVATION		Observations	OBS.61527689				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:03.866Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Fluvicola nengeta		BR	Brazil - Rio de Janeiro			4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.957524	-43.175926	100.0						2011-10-30T00:00:00	30	10	2011	5229568	5229568	HUMAN_OBSERVATION		Observations	OBS.61527785				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:16:40.144Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tangara cayana		BR	Brazil - Rio de Janeiro			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.409997	-42.594724	100.0						2011-11-10T00:00:00	10	11	2011	2488246	2488246	HUMAN_OBSERVATION		Observations	OBS.62060598				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:02.838Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Tigrisoma lineatum		BR	Brazil - REGUA - The Lodge gardens			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.451019	-42.770973	25.0						2019-08-23T00:00:00	23	8	2019	2480869	2480869	HUMAN_OBSERVATION		Observations	OBS.178491695				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:06.365Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816)	Milvago chimachima		BR	Brazil - REGUA - The Lodge gardens			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450924	-42.770798	25.0						2019-08-23T00:00:00	23	8	2019	2481066	2481066	HUMAN_OBSERVATION		Observations	OBS.178420190				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:06.358Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tangara cayana		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.265753	-38.917138	5.0						2019-07-28T00:00:00	28	7	2019	2488246	2488246	HUMAN_OBSERVATION		Observations	OBS.177095127				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:38.632Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Sicalis flaveola		BR	Brazil - REGUA - Guapiacu Watershed			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.470839	-42.79266	25.0						2019-08-23T00:00:00	23	8	2019	2491862	2491862	HUMAN_OBSERVATION		Observations	OBS.178491671				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:20.621Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1825)	Myiozetetes similis		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452832	-42.772556	10.0						2017-03-10T00:00:00	10	3	2017	2482913	2482913	HUMAN_OBSERVATION		Observations	OBS.175362257				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:56.949Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Rhea americana		BR	Brazil - Lagoa do Peixe NP			20	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-31.257116	-50.980728	25.0						2019-07-27T00:00:00	27	7	2019	2495165	2495165	HUMAN_OBSERVATION		Observations	OBS.177380036				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:00.575Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1906	Pipra fasciicauda		BR	Brazil - Ceará			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.265625	-38.917214	5.0						2019-07-28T00:00:00	28	7	2019	2487653	2487653	HUMAN_OBSERVATION		Observations	OBS.177095103				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:44.728Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1828)	Tyto furcata tuidara		BR	Brazil - Serra da Bocaina NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.879467	-44.472871	10.0						2017-03-15T00:00:00	15	3	2017	9420496	2497921	HUMAN_OBSERVATION		Observations	OBS.175360969				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:20.821Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Guira guira		BR	Brazil - REGUA - Guapiacu Watershed			19	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.470928	-42.792927	25.0						2019-08-23T00:00:00	23	8	2019	2496462	2496462	HUMAN_OBSERVATION		Observations	OBS.178440444				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:34.531Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1777)	Caracara plancus		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.421257	-42.8156	10.0						2017-03-12T00:00:00	12	3	2017	2480989	2480989	HUMAN_OBSERVATION		Observations	OBS.175361273				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:42:28.775Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758	Crotophaga ani		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.475677	-42.749104	25.0						2019-11-04T00:00:00	4	11	2019	2496209	2496209	HUMAN_OBSERVATION		Observations	OBS.181920115				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:42:41.611Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816	Phibalura flavirostris		BR	Brazil - Espirito Santo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-20.476303	-40.991631	25.0						2019-10-31T00:00:00	31	10	2019	2486509	2486509	HUMAN_OBSERVATION		Observations	OBS.181784474				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:42:35.992Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Guira guira		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.412797	-42.738013	10.0						2017-03-11T00:00:00	11	3	2017	2496462	2496462	HUMAN_OBSERVATION		Observations	OBS.175360140				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:07.923Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Manacus manacus		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.448385	-42.7743	25.0						2019-08-23T00:00:00	23	8	2019	2487672	2487672	HUMAN_OBSERVATION		Observations	OBS.178420143				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:15.730Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Piculus flavigula		BR	Brazil - REGUA - Waterfall Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.408495	-42.737637	25.0						2019-08-24T00:00:00	24	8	2019	5228869	5228869	HUMAN_OBSERVATION		Observations	OBS.178491629				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:42:02.315Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1764)	Arundinicola leucocephala		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450296	-42.772141	25.0						2019-08-23T00:00:00	23	8	2019	2482671	2482671	HUMAN_OBSERVATION		Observations	OBS.178491711				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:13.648Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Bubulcus ibis		BR	Brazil - REGUA - Guapiacu Watershed			4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.470835	-42.792763	25.0						2019-08-23T00:00:00	23	8	2019	2480830	2480830	HUMAN_OBSERVATION		Observations	OBS.178491667				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:13.648Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Vanellus chilensis		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.45093	-42.772221	25.0						2019-08-23T00:00:00	23	8	2019	5229146	5229146	HUMAN_OBSERVATION		Observations	OBS.178420162				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:41:12.891Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Coragyps atratus		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.430177	-46.489135	65.0						2019-06-06T00:00:00	6	6	2019	2481942	2481942	HUMAN_OBSERVATION		Observations	OBS.175079954				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:01:06.618Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Coereba flaveola		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452832	-42.772556	10.0						2017-03-10T00:00:00	10	3	2017	2493744	2493744	HUMAN_OBSERVATION		Observations	OBS.175363668				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:45.507Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Nycticorax nycticorax		BR	Brazil - Santa Catarina			10	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-27.606507	-48.463182	100.0						2010-12-09T00:00:00	9	12	2010	2480863	2480863	HUMAN_OBSERVATION		Observations	OBS.51272347				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:16:39.435Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758	Platalea ajaja		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.904671	-46.365051	999.0						2010-06-18T00:00:00	18	6	2010	2480803	2480803	HUMAN_OBSERVATION		Observations	OBS.49755733				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:16:39.200Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Cariama cristata		BR	Brazil - Sao Paulo			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.084785	-46.95282	1000.0						2011-02-23T00:00:00	23	2	2011	5228133	5228133	HUMAN_OBSERVATION		Observations	OBS.52440869				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:03.503Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Chiroxiphia caudata		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.412797	-42.738013	10.0						2017-03-11T00:00:00	11	3	2017	2487775	2487775	HUMAN_OBSERVATION		Observations	OBS.175362349				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:04.590Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tachyphonus cristatus		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.421257	-42.8156	10.0						2017-03-12T00:00:00	12	3	2017	2488572	2488572	HUMAN_OBSERVATION		Observations	OBS.175363315				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:51.600Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Glaucidium brasilianum		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.421257	-42.8156	10.0						2017-03-12T00:00:00	12	3	2017	5232118	5232118	HUMAN_OBSERVATION		Observations	OBS.175360983				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:51.600Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1818)	Colaptes campestris		BR	Brazil - Rio Grande do Sul			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-30.031483	-51.194422	999.0						2006-11-16T00:00:00	16	11	2006	2478233	2478233	HUMAN_OBSERVATION		Observations	OBS.45548075				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:19:02.186Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Fluvicola nengeta		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452832	-42.772556	10.0						2017-03-10T00:00:00	10	3	2017	5229568	5229568	HUMAN_OBSERVATION		Observations	OBS.175362161				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:04.246Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1821	Thraupis palmarum		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.4011	-45.06293	10.0						2017-03-16T00:00:00	16	3	2017	2488628	2488628	HUMAN_OBSERVATION		Observations	OBS.175363438				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:51.711Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Mimus saturninus		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.462973	-42.781624	25.0						2019-08-23T00:00:00	23	8	2019	5231675	5231675	HUMAN_OBSERVATION		Observations	OBS.178440454				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:01:29.431Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Anhinga anhinga		BR	Brazil - REGUA - Guapiacu Watershed			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-12T00:00:00	12	8	2018	2482082	2482082	HUMAN_OBSERVATION		Observations	OBS.169824229				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:37:58.578Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816	Galbula ruficauda		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.421257	-42.8156	10.0						2017-03-12T00:00:00	12	3	2017	5228236	5228236	HUMAN_OBSERVATION		Observations	OBS.175361076				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:53.348Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1827)	Pachyramphus castaneus		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.412797	-42.738013	10.0						2017-03-11T00:00:00	11	3	2017	5230306	5230306	HUMAN_OBSERVATION		Observations	OBS.175362396				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:13.974Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1789)	Thraupis ornata		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.431881	-44.614919	100.0						2019-02-13T00:00:00	13	2	2019	2488601	2488601	HUMAN_OBSERVATION		Observations	OBS.169841595				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:37:55.189Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Cacicus haemorrhous		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452832	-42.772556	10.0						2017-03-10T00:00:00	10	3	2017	5229828	5229828	HUMAN_OBSERVATION		Observations	OBS.175363073				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:55.441Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1851	Haplospiza unicolor		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.406585	-44.624233	10.0						2017-03-13T00:00:00	13	3	2017	2491289	2491289	HUMAN_OBSERVATION		Observations	OBS.175363586				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:19.535Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
