scientificName,verbatimScientificName,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
" 1766)	Ramphocelus bresilia		BR	Brazil - Pernambuco			7	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-8.693735	-35.856716	25.0						2018-11-15T00:00:00	15	11	2018	2488430	2488430	HUMAN_OBSERVATION		Observations	OBS.165035690				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:03:04.028Z	StillImage	COORDINATE_ROUNDED;TAXON_MATCH_FUZZY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Dacnis cayana		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.266866	-38.935536	32.0						2018-12-05T00:00:00	5	12	2018	2488352	2488352	HUMAN_OBSERVATION		Observations	OBS.168455882				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:02:23.188Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1869)	Sporophila frontalis		BR	Brazil - Itatiaia NP			50	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.433487	-44.6084	100.0						2012-08-11T00:00:00	11	8	2012	2491385	2491385	HUMAN_OBSERVATION		Observations	OBS.70878471				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:48:28.560Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Zonotrichia capensis		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.432079	-44.615349	10.0						2012-04-26T00:00:00	26	4	2012	5231103	5231103	HUMAN_OBSERVATION		Observations	OBS.68137067				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:48:12.127Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Selenidera maculirostris		BR	Brazil - Bahia			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.383738	-39.564363	10.0						2018-12-14T00:00:00	14	12	2018	2478760	2478760	HUMAN_OBSERVATION		Observations	OBS.165624311				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:35.612Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1825	Charadrius semipalmatus		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.69002	-37.35321	5.0						2018-12-04T00:00:00	4	12	2018	2480295	2480295	HUMAN_OBSERVATION		Observations	OBS.168455633				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:35.112Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1924	Picumnus limae		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.242083	-38.927044	1000.0						2011-07-19T00:00:00	19	7	2011	5228782	5228782	HUMAN_OBSERVATION		Observations	OBS.81404132				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:49:33.331Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1796)	Streptoprocne zonaris		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.451	-42.7708	30.0						2016-08-30T00:00:00	30	8	2016	2477082	2477082	HUMAN_OBSERVATION		Observations	OBS.123444951				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:54:01.222Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Bubulcus ibis		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4814	-42.7597	5.0						2016-08-26T00:00:00	26	8	2016	2480830	2480830	HUMAN_OBSERVATION		Observations	OBS.123444621				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:54:01.222Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Zonotrichia capensis		BR	Brazil - Intervales			4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-24.270127	-48.415257	100.0						2013-11-27T00:00:00	27	11	2013	5231103	5231103	HUMAN_OBSERVATION		Observations	OBS.80473324				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:49:15.011Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Manacus manacus		BR	Brazil - Rio de Janeiro			5	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.437865	-42.774528	25.0						2015-12-25T00:00:00	25	12	2015	2487672	2487672	HUMAN_OBSERVATION		Observations	OBS.113383602				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:51:42.491Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Dendrocygna viduata		BR	Brazil - Sao Paulo			50	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.643188	-46.62559	100.0						2012-09-24T00:00:00	24	9	2012	2498396	2498396	HUMAN_OBSERVATION		Observations	OBS.71320025				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:46:54.670Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1817)	Notiochelidon cyanoleuca		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.431549	-44.615205	16.0						2018-11-07T00:00:00	7	11	2018	2489208	2489208	HUMAN_OBSERVATION		Observations	OBS.164697613				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:59.140Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Sicalis flaveola		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.779703	-41.919341	65.0						2018-11-12T00:00:00	12	11	2018	2491862	2491862	HUMAN_OBSERVATION		Observations	OBS.165038882				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:02:30.904Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tangara cayana		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.425766	-42.809171	48.0						2018-11-04T00:00:00	4	11	2018	2488246	2488246	HUMAN_OBSERVATION		Observations	OBS.164697431				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:02:23.701Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Chelidoptera tenebrosa		BR	Brazil - Bahia			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-16.356913	-39.133986	5.0						2018-12-17T00:00:00	17	12	2018	5228262	5228262	HUMAN_OBSERVATION		Observations	OBS.168459235				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:02:00.437Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Selenidera maculirostris		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.382841	-39.571185	5.0						2018-12-15T00:00:00	15	12	2018	2478760	2478760	HUMAN_OBSERVATION		Observations	OBS.168458663				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:02:00.437Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1815	Penelope superciliaris		BR	Brazil - Rio de Janeiro			4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.967561	-43.222361	100.0						2012-07-22T00:00:00	22	7	2012	2482204	2482204	HUMAN_OBSERVATION		Observations	OBS.69938875				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:46:57.425Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1819)	Orthogonys chloricterus		BR	Brazil - Intervales			7	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-24.267779	-48.409245	10.0						2013-10-11T00:00:00	11	10	2013	2488373	2488373	HUMAN_OBSERVATION		Observations	OBS.79959858				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:50:31.512Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tachyphonus cristatus		BR	Brazil - REGUA - Forest Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.444195	-42.777863	10.0						2018-08-24T00:00:00	24	8	2018	2488572	2488572	HUMAN_OBSERVATION		Observations	OBS.161719895				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:01:30.393Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Anhinga anhinga		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-08T00:00:00	8	8	2018	2482082	2482082	HUMAN_OBSERVATION		Observations	OBS.169824227				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:05:18.987Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1789)	Thraupis ornata		BR	Brazil - Serra dos Órgãos NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.465927	-43.016968	100.0						2006-09-13T00:00:00	13	9	2006	2488601	2488601	HUMAN_OBSERVATION		Observations	OBS.162502259				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:02:04.587Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Dendrocygna autumnalis		BR	Brazil - Rio de Janeiro			5	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450876	-42.772827	25.0						2015-12-12T00:00:00	12	12	2015	2498393	2498393	HUMAN_OBSERVATION		Observations	OBS.144373709				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:01.317Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1837)	Selenidera gouldii		BR	Brazil - Ceará			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.211665	-38.943979	100.0						2019-01-20T00:00:00	20	1	2019	2478756	2478756	HUMAN_OBSERVATION		Observations	OBS.169830529				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:03.822Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Glaucidium brasilianum		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450337	-42.771011	25.0						2015-12-14T00:00:00	14	12	2015	5232118	5232118	HUMAN_OBSERVATION		Observations	OBS.113167820				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:55:10.707Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1818	Turdus rufiventris		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.563515	-46.625891	1000.0						2012-03-19T00:00:00	19	3	2012	2490718	2490718	HUMAN_OBSERVATION		Observations	OBS.68480007				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:46:34.314Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1827)	Pachyramphus castaneus		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.39042	-39.563447	5.0						2018-12-14T00:00:00	14	12	2018	5230306	5230306	HUMAN_OBSERVATION		Observations	OBS.168458548				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:10.584Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Dacnis cayana		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.270372	-38.937598	16.0						2018-12-05T00:00:00	5	12	2018	2488352	2488352	HUMAN_OBSERVATION		Observations	OBS.168455930				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:10.583Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Egretta thula		BR	Brazil - Itamambuca Eco Resort"," Ubatuba (São Paulo)			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.404624	-45.012128	32.0						2018-11-09T00:00:00	9	11	2018	2480873	2480873	HUMAN_OBSERVATION		Observations	OBS.164697705				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:02:27.251Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Dacnis cayana		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.469617	-45.169147	64.0						2018-11-11T00:00:00	11	11	2018	2488352	2488352	HUMAN_OBSERVATION		Observations	OBS.164697785				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:00:35.351Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Athene cunicularia		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.426596	-42.749573	25.0						2018-11-05T00:00:00	5	11	2018	2497240	2497240	HUMAN_OBSERVATION		Observations	OBS.164319528				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:00:23.948Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Sicalis flaveola		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.424833	-42.746193	25.0						2018-11-02T00:00:00	2	11	2018	2491862	2491862	HUMAN_OBSERVATION		Observations	OBS.164196185				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:00:22.311Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1821)	Carpornis cucullata		BR	Brazil - Intervales			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-24.292479	-48.425982	10.0						2013-10-10T00:00:00	10	10	2013	2486392	2486392	HUMAN_OBSERVATION		Observations	OBS.80034146				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:47:28.498Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Cotinga maculata		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-16.393931	-39.130554	1000.0						2011-02-17T00:00:00	17	2	2011	5230385	5230385	HUMAN_OBSERVATION		Observations	OBS.75214368				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:48:54.735Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Volatinia jacarina		BR	Brazil - Sao Paulo			6	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.034954	-46.956081	100.0						2013-03-16T00:00:00	16	3	2013	2491741	2491741	HUMAN_OBSERVATION		Observations	OBS.74358777				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:48:48.466Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Tigrisoma lineatum		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.451927	-42.772861	25.0						2018-11-02T00:00:00	2	11	2018	2480869	2480869	HUMAN_OBSERVATION		Observations	OBS.164241239				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:36:08.578Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Vanellus chilensis		BR	Brazil - REGUA - Wetland Trail			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452326	-42.772106	25.0						2018-10-31T00:00:00	31	10	2018	5229146	5229146	HUMAN_OBSERVATION		Observations	OBS.164148013				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:02:49.082Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Vanellus chilensis		BR	Brazil - REGUA - Guapiacu Watershed			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.45218	-42.763833	16.0						2018-11-05T00:00:00	5	11	2018	5229146	5229146	HUMAN_OBSERVATION		Observations	OBS.164697483				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:03:22.882Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1822	Hylophilus poicilotis		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.3647	-44.7445	100.0						2019-02-12T00:00:00	12	2	2019	5230497	5230497	HUMAN_OBSERVATION		Observations	OBS.169833064				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:34.377Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1789)	Thraupis ornata		BR	Brazil - Rio de Janeiro			4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.3091	-42.4988	100.0						2018-08-03T00:00:00	3	8	2018	2488601	2488601	HUMAN_OBSERVATION		Observations	OBS.169841589				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:42.695Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1777)	Caracara plancus		BR	Brazil - REGUA - Guapiacu Watershed			4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-10T00:00:00	10	8	2018	2480989	2480989	HUMAN_OBSERVATION		Observations	OBS.169830887				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:27.980Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Vanellus chilensis		BR	Brazil - Paraná			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-25.448574	-49.2328	25.0						2019-03-27T00:00:00	27	3	2019	5229146	5229146	HUMAN_OBSERVATION		Observations	OBS.169189752				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:22.248Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Cariama cristata		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.342784	-40.217586	5.0						2018-12-13T00:00:00	13	12	2018	5228133	5228133	HUMAN_OBSERVATION		Observations	OBS.168458054				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:01:14.835Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816)	Milvago chimachima		BR	Brazil - REGUA - The Lodge gardens			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450794	-42.770934	10.0						2018-01-08T00:00:00	8	1	2018	2481066	2481066	HUMAN_OBSERVATION		Observations	OBS.148002289				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:24.289Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1827	Xiphorhynchus atlanticus		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.257741	-38.931498	25.0						2017-12-15T00:00:00	15	12	2017	2485513		HUMAN_OBSERVATION		Observations	OBS.147669825				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:19.530Z		COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Gallinago undulata		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.484188	-42.761486	25.0						2018-11-04T00:00:00	4	11	2018	2481812	2481812	HUMAN_OBSERVATION		Observations	OBS.164286304				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:03:34.276Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1800)	Saltator fuliginosus		BR	Brazil - Bahia			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.42157	-40.12724	100.0						2019-02-05T00:00:00	5	2	2019	5230941	5230941	HUMAN_OBSERVATION		Observations	OBS.169841857				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:01:36.195Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766	Ramphastos dicolorus		BR	Brazil - Itatiaia NP			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.431881	-44.614919	100.0						2019-02-13T00:00:00	13	2	2019	2478770	2478770	HUMAN_OBSERVATION		Observations	OBS.169830538				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:01:36.193Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1789)	Phalacrocorax brasilianus		BR	Brazil - REGUA - Guapiacu Watershed			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-09T00:00:00	9	8	2018	9399113	9399113	HUMAN_OBSERVATION		Observations	OBS.169823989				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:43.474Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1809)	Geothlypis velata		BR	Brazil - Rio de Janeiro			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.9951	-43.4527	50.0						2014-11-25T00:00:00	25	11	2014	6100791	6100791	HUMAN_OBSERVATION		Observations	OBS.95993610				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:25:16.475Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1819)	Tangara desmaresti		BR	Brazil - Itatiaia NP			12	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.373193	-44.752121	25.0						2015-07-05T00:00:00	5	7	2015	2488136	2488136	HUMAN_OBSERVATION		Observations	OBS.104069927				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:49:50.833Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1831)	Iodopleura pipra		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.383779	-39.564795	5.0						2018-12-16T00:00:00	16	12	2018	2486514	2486514	HUMAN_OBSERVATION		Observations	OBS.168458941				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:53.458Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Icterus jamacaii		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.654385	-37.46152	5.0						2018-12-04T00:00:00	4	12	2018	5229922	5229915	HUMAN_OBSERVATION		Observations	OBS.168455575				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:53.457Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Hirundinea ferruginea		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.844865	-45.405164	100.0						2013-12-02T00:00:00	2	12	2013	2483242	2483242	HUMAN_OBSERVATION		Observations	OBS.80699611				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:47:46.245Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1821)	Carpornis cucullata		BR	Brazil - Intervales			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-24.308305	-48.414688	1000.0						2013-11-28T00:00:00	28	11	2013	2486392	2486392	HUMAN_OBSERVATION		Observations	OBS.80679602				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:47:46.117Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Thalasseus maximus		BR	Brazil - Sao Paulo			26	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-25.034594	-47.918694	1000.0						2013-11-21T00:00:00	21	11	2013	5789281	5229259	HUMAN_OBSERVATION		Observations	OBS.80464783				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:47:45.884Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1819)	Tangara cyanoventris		BR	Brazil - Bahia			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.414161	-40.133483	5.0						2018-12-12T00:00:00	12	12	2018	2488155	2488155	HUMAN_OBSERVATION		Observations	OBS.168457755				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:24.670Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Dendrocygna viduata		BR	Brazil - Sao Paulo			12	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.077205	-46.769485	1000.0						2013-03-23T00:00:00	23	3	2013	2498396	2498396	HUMAN_OBSERVATION		Observations	OBS.74492205				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:49:19.151Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1825)	Myiozetetes similis		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-16.347953	-39.113224	5.0						2018-12-17T00:00:00	17	12	2018	2482913	2482913	HUMAN_OBSERVATION		Observations	OBS.168459312				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:02.588Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
